2026-08-09 21:52:54,287 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['use_fview_gate=true'], 'tag': 'C_fview', 'rotations': None}
2026-08-09 21:52:54,287 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': True, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-09 21:53:09,325 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4977105622669742, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5648384353741497} best={'auroc_all': 0.4977105622669742, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:10,855 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.49729173752283046, 'aupr_all': 0.15620901318609137, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5286989795918368} best={'auroc_all': 0.4977105622669742, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:12,379 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4987466644385183, 'aupr_all': 0.1554778244786382, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5090986394557824} best={'auroc_all': 0.4987466644385183, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:13,979 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5020880968156125, 'aupr_all': 0.1561992228908689, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5015306122448979} best={'auroc_all': 0.5020880968156125, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:15,602 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5044621883428044, 'aupr_all': 0.15651687518671803, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4929421768707483} best={'auroc_all': 0.5044621883428044, 'aupr_all': 0.1566824329507241, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:17,162 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4844387755102041} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:18,742 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5095148306903179, 'aupr_all': 0.15740103442977654, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4770408163265306} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:20,318 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5093062394224839, 'aupr_all': 0.15688289509962983, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4737244897959183} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:21,865 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.509041398408833, 'aupr_all': 0.1563696429491481, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4721938775510204} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:23,359 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5089288886533962, 'aupr_all': 0.15596639969008885, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4686224489795918} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:30,202 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5087871455343298, 'aupr_all': 0.1557684037445276, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4637755102040816} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:36,518 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5093366284903283, 'aupr_all': 0.155863693984997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46122448979591835} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:43,098 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.509437716685816, 'aupr_all': 0.1556565512809068, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4593537414965987} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:49,456 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.5095996138084016, 'aupr_all': 0.15548799558601273, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45952380952380956} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:53:55,858 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.5097167217475705, 'aupr_all': 0.155318433066026, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4590136054421769} best={'auroc_all': 0.5097788711273368, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:02,377 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.5099996085796098, 'aupr_all': 0.1550638874260584, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4610544217687075} best={'auroc_all': 0.5099996085796098, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:08,635 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.510460285006759, 'aupr_all': 0.15508307593567613, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46215986394557823} best={'auroc_all': 0.510460285006759, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:15,135 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.5108896157796265, 'aupr_all': 0.15511342341630624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46386054421768713} best={'auroc_all': 0.5108896157796265, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:21,663 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.5113668805651417, 'aupr_all': 0.1551715612607904, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46573129251700685} best={'auroc_all': 0.5113668805651417, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:27,909 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.511967711274657, 'aupr_all': 0.15528548974042974, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46760204081632656} best={'auroc_all': 0.511967711274657, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:34,280 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5127017148277557, 'aupr_all': 0.15548510985452726, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46904761904761905} best={'auroc_all': 0.5127017148277557, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:40,900 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5135592637772485, 'aupr_all': 0.15573502681354875, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47032312925170067} best={'auroc_all': 0.5135592637772485, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:47,355 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5144669863011978, 'aupr_all': 0.15602571733219886, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47074829931972784} best={'auroc_all': 0.5144669863011978, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:54:54,133 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5153578700299885, 'aupr_all': 0.15632955421364028, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47117346938775506} best={'auroc_all': 0.5153578700299885, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:00,506 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5161903260339712, 'aupr_all': 0.15663607818930397, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47159863945578234} best={'auroc_all': 0.5161903260339712, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:06,955 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5169413818693303, 'aupr_all': 0.1569331419282169, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4725340136054421} best={'auroc_all': 0.5169413818693303, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:13,714 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5176397802899133, 'aupr_all': 0.1572351531543881, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47287414965986396} best={'auroc_all': 0.5176397802899133, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:20,602 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5182751712768016, 'aupr_all': 0.15752305732758778, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4732993197278912} best={'auroc_all': 0.5182751712768016, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:27,070 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5188677067807536, 'aupr_all': 0.15780737652711438, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47304421768707483} best={'auroc_all': 0.5188677067807536, 'aupr_all': 0.15804618281965366, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:33,627 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5194282069028641, 'aupr_all': 0.1580937137244899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47312925170068026} best={'auroc_all': 0.5194282069028641, 'aupr_all': 0.1580937137244899, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:40,359 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5199720981390026, 'aupr_all': 0.1583867281757101, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47176870748299315} best={'auroc_all': 0.5199720981390026, 'aupr_all': 0.1583867281757101, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:46,664 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5204683673821038, 'aupr_all': 0.1586790213792443, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4717687074829932} best={'auroc_all': 0.5204683673821038, 'aupr_all': 0.1586790213792443, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:53,346 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5209356968063406, 'aupr_all': 0.15898162707411898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4709183673469388} best={'auroc_all': 0.5209356968063406, 'aupr_all': 0.15898162707411898, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:55:59,552 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5213717688450011, 'aupr_all': 0.15929094193157403, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4699829931972789} best={'auroc_all': 0.5213717688450011, 'aupr_all': 0.15929094193157403, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:56:06,135 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5217959697691426, 'aupr_all': 0.15960165768037812, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.46938775510204084} best={'auroc_all': 0.5217959697691426, 'aupr_all': 0.15960165768037812, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:56:12,497 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.5222008870602568, 'aupr_all': 0.15990025102036273, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4685374149659864} best={'auroc_all': 0.5222008870602568, 'aupr_all': 0.15990025102036273, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:56:19,033 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5225968071016847, 'aupr_all': 0.16020283050211848, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4681972789115646} best={'auroc_all': 0.5225968071016847, 'aupr_all': 0.16020283050211848, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-09 21:56:25,387 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.52298719700607, 'aupr_all': 0.16051048181768096, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4680272108843538} best={'auroc_all': 0.52298719700607, 'aupr_all': 0.16051048181768096, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
