2026-08-18 15:48:14,631 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': [], 'tag': 'A_main', 'rotations': [0]}
2026-08-18 15:48:14,631 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 200, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-18 15:48:20,705 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.43719761734208584, 'aupr_all': 0.13349375127727564, 'auroc_unknown': 0.3986344775046085, 'aupr_unknown': 0.10485681809298274, 'val_auc': 0.6577586206896553} best={'auroc_all': 0.43719761734208584, 'aupr_all': 0.13349375127727564, 'auroc_unknown': 0.3986344775046085, 'aupr_unknown': 0.10485681809298274}
2026-08-18 15:48:25,005 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4468341379745646, 'aupr_all': 0.13629170651630856, 'auroc_unknown': 0.40686377544768515, 'aupr_unknown': 0.10637631976527281, 'val_auc': 0.6847701149425288} best={'auroc_all': 0.4468341379745646, 'aupr_all': 0.13629170651630856, 'auroc_unknown': 0.40686377544768515, 'aupr_unknown': 0.10637631976527281}
2026-08-18 15:48:29,377 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.44464592330195984, 'aupr_all': 0.13593806965597618, 'auroc_unknown': 0.40335732570443167, 'aupr_unknown': 0.10581903863812822, 'val_auc': 0.6635057471264367} best={'auroc_all': 0.4468341379745646, 'aupr_all': 0.13629170651630856, 'auroc_unknown': 0.40686377544768515, 'aupr_unknown': 0.10637631976527281}
2026-08-18 15:48:33,834 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.4475408519337811, 'aupr_all': 0.13705406251577085, 'auroc_unknown': 0.40722107275392677, 'aupr_unknown': 0.10687829148080971, 'val_auc': 0.6905172413793104} best={'auroc_all': 0.4475408519337811, 'aupr_all': 0.13705406251577085, 'auroc_unknown': 0.40722107275392677, 'aupr_unknown': 0.10687829148080971}
2026-08-18 15:48:39,040 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4444200078604812, 'aupr_all': 0.13571227570554464, 'auroc_unknown': 0.4049538015114098, 'aupr_unknown': 0.10613133721232945, 'val_auc': 0.660632183908046} best={'auroc_all': 0.4475408519337811, 'aupr_all': 0.13705406251577085, 'auroc_unknown': 0.40722107275392677, 'aupr_unknown': 0.10687829148080971}
2026-08-18 15:48:57,439 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.44494135647979616, 'aupr_all': 0.1362304351088099, 'auroc_unknown': 0.40525542047657087, 'aupr_unknown': 0.10647296300815384, 'val_auc': 0.6724137931034483} best={'auroc_all': 0.4475408519337811, 'aupr_all': 0.13705406251577085, 'auroc_unknown': 0.40722107275392677, 'aupr_unknown': 0.10687829148080971}
2026-08-18 15:49:15,713 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.44854267797274444, 'aupr_all': 0.1369651074147149, 'auroc_unknown': 0.4079621648901772, 'aupr_unknown': 0.10687383664895403, 'val_auc': 0.6660919540229886} best={'auroc_all': 0.44854267797274444, 'aupr_all': 0.13705406251577085, 'auroc_unknown': 0.4079621648901772, 'aupr_unknown': 0.10687829148080971}
2026-08-18 15:49:33,861 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4526656003763637, 'aupr_all': 0.13857696988043677, 'auroc_unknown': 0.41150618074307554, 'aupr_unknown': 0.10785394857109176, 'val_auc': 0.6701149425287357} best={'auroc_all': 0.4526656003763637, 'aupr_all': 0.13857696988043677, 'auroc_unknown': 0.41150618074307554, 'aupr_unknown': 0.10785394857109176}
2026-08-18 15:49:51,622 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.45596958503851703, 'aupr_all': 0.1404434890221811, 'auroc_unknown': 0.4142101021082637, 'aupr_unknown': 0.10912891524124932, 'val_auc': 0.7169540229885057} best={'auroc_all': 0.45596958503851703, 'aupr_all': 0.1404434890221811, 'auroc_unknown': 0.4142101021082637, 'aupr_unknown': 0.10912891524124932}
