2026-08-21 20:34:49,740 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['drop_out=0.4'], 'tag': 'T_drop0.4', 'rotations': None}
2026-08-21 20:34:49,741 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.4, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-21 20:35:00,128 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5633077833612046, 'aupr_all': 0.1810134316441206, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4867772108843537} best={'auroc_all': 0.5633077833612046, 'aupr_all': 0.1810134316441206, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:00,971 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5915382933826299, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4896683673469388} best={'auroc_all': 0.5915382933826299, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:01,776 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5754697247905747, 'aupr_all': 0.17671534101187916, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47372448979591836} best={'auroc_all': 0.5915382933826299, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:02,592 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5852195965689897, 'aupr_all': 0.17941388149259174, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.497406462585034} best={'auroc_all': 0.5915382933826299, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:03,489 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5946095947820206, 'aupr_all': 0.18189256179368535, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5006377551020409} best={'auroc_all': 0.5946095947820206, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:04,299 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6024877676611988, 'aupr_all': 0.18589566478688513, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5146258503401361} best={'auroc_all': 0.6024877676611988, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:05,120 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6007431490121004, 'aupr_all': 0.1861083744816188, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5266156462585034} best={'auroc_all': 0.6024877676611988, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:05,938 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5945880551650999, 'aupr_all': 0.18303388392195347, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5335034013605442} best={'auroc_all': 0.6024877676611988, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 20:35:06,777 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5916082678857831, 'aupr_all': 0.1813398473355254, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5390306122448979} best={'auroc_all': 0.6024877676611988, 'aupr_all': 0.18641862566804568, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
