2026-08-08 06:49:51,299 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 7, 'train_seed': None, 'epochs': None, 'set': [], 'tag': 'A_main', 'rotations': None}
2026-08-08 06:49:51,299 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-08 06:50:06,514 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5526360544217687} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:08,111 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4890945923331182, 'aupr_all': 0.15660977025792955, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5227465986394557} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:09,640 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.4756978928256485, 'aupr_all': 0.15085887460210928, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4965986394557823} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:11,207 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.476152899528035, 'aupr_all': 0.15131469251989305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4897108843537415} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:12,846 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.4682248774105742, 'aupr_all': 0.14776321111039661, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47015306122448974} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:14,370 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.4638714504823606, 'aupr_all': 0.14568551988162157, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4527210884353742} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:16,005 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4622501801646391, 'aupr_all': 0.14459098234830178, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44285714285714284} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:17,575 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4624917859811182, 'aupr_all': 0.1442184164226761, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43214285714285705} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:19,156 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.45970926899495534, 'aupr_all': 0.14236320240017902, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.42440476190476195} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:20,762 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.4635899205250745, 'aupr_all': 0.14370966041072142, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4232142857142857} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:28,431 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.46828246966182013, 'aupr_all': 0.14536230584703003, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4229591836734694} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:35,740 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.47334575146749597, 'aupr_all': 0.1472173365519451, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4228741496598639} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:42,667 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.4787515014814732, 'aupr_all': 0.14924903428555317, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4282312925170068} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:49,222 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.4838902386610904, 'aupr_all': 0.15118886248657942, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4312074829931973} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:50:55,735 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.48859284016646837, 'aupr_all': 0.1530099045531711, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43299319727891156} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:02,662 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.4927236021002105, 'aupr_all': 0.15456767043923283, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4340986394557823} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:10,449 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.4962908319844438, 'aupr_all': 0.15592513478017916, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4363095238095238} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:17,836 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.49938626358462557, 'aupr_all': 0.15702401604153626, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43630952380952387} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:25,135 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.501788835112309, 'aupr_all': 0.15759925676334005, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4369047619047619} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:32,402 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.504047323373848, 'aupr_all': 0.15833762085888758, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43579931972789115} best={'auroc_all': 0.5048288401236725, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:39,629 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.5062026337296138, 'aupr_all': 0.1590864335595067, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43826530612244896} best={'auroc_all': 0.5062026337296138, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:47,672 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.5080378653368851, 'aupr_all': 0.1597351946920162, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.43932823129251697} best={'auroc_all': 0.5080378653368851, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:51:55,000 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.5096179039053006, 'aupr_all': 0.16033201332103553, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4407312925170068} best={'auroc_all': 0.5096179039053006, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:02,395 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.5110229980047907, 'aupr_all': 0.1608856492932376, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44141156462585035} best={'auroc_all': 0.5110229980047907, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:10,264 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.5122770479269594, 'aupr_all': 0.16135031540166284, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4433673469387755} best={'auroc_all': 0.5122770479269594, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:17,494 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.5133126061169457, 'aupr_all': 0.16180633704002662, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.44481292517006804} best={'auroc_all': 0.5133126061169457, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:24,918 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.5141898492515844, 'aupr_all': 0.16223854919784275, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4470238095238095} best={'auroc_all': 0.5141898492515844, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:31,988 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.5150108529042091, 'aupr_all': 0.16266917186464808, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.449404761904762} best={'auroc_all': 0.5150108529042091, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:39,262 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.5158100233951484, 'aupr_all': 0.1631349453309161, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45068027210884354} best={'auroc_all': 0.5158100233951484, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:46,781 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.5150716084595315, 'aupr_all': 0.1627302195417273, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4509353741496599} best={'auroc_all': 0.5158100233951484, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:52:54,201 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.5155243673890668, 'aupr_all': 0.16293228342901184, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45340136054421765} best={'auroc_all': 0.5158100233951484, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:01,724 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.5159316227744986, 'aupr_all': 0.1632381433699947, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4552721088435374} best={'auroc_all': 0.5159316227744986, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:09,090 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.5161905723652426, 'aupr_all': 0.163554477731771, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4554421768707483} best={'auroc_all': 0.5161905723652426, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:16,718 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.5161758663883419, 'aupr_all': 0.16377558675476425, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4558673469387755} best={'auroc_all': 0.5161905723652426, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:24,305 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.5160483920081695, 'aupr_all': 0.1639747811114533, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4555272108843538} best={'auroc_all': 0.5161905723652426, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:31,594 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.515711870647311, 'aupr_all': 0.16411080769458813, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45637755102040817} best={'auroc_all': 0.5161905723652426, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-08 06:53:39,202 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.5154035336894183, 'aupr_all': 0.1642306917130276, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.45408163265306123} best={'auroc_all': 0.5161905723652426, 'aupr_all': 0.16426708986203764, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
