2026-08-11 00:40:11,761 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['warmup_epochs=15'], 'tag': 'T_warmup15', 'rotations': None}
2026-08-11 00:40:11,762 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 200, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 15, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False}
2026-08-11 00:40:14,316 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4250027973592928, 'aupr_unknown': 0.037724676616728466, 'val_auc': 0.8062801932367151} best={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4250027973592928, 'aupr_unknown': 0.037724676616728466}
2026-08-11 00:40:14,743 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6120488857292377, 'aupr_all': 0.12186264867747909, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841, 'val_auc': 0.78743961352657} best={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:15,161 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6110776632404198, 'aupr_all': 0.1206918089270089, 'auroc_unknown': 0.42527814074092574, 'aupr_unknown': 0.037748147595116154, 'val_auc': 0.7840579710144927} best={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:15,742 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6119507637469515, 'aupr_all': 0.12290011784836474, 'auroc_unknown': 0.419905130218231, 'aupr_unknown': 0.03740260612334807, 'val_auc': 0.7801932367149759} best={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:16,336 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6101147101513671, 'aupr_all': 0.12239510800883184, 'auroc_unknown': 0.417133663837866, 'aupr_unknown': 0.03726289457764456, 'val_auc': 0.7956521739130434} best={'auroc_all': 0.6136662322146194, 'aupr_all': 0.12348807741885783, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:16,811 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6175703762947164, 'aupr_all': 0.1254762958491626, 'auroc_unknown': 0.4241642831315998, 'aupr_unknown': 0.03766813177004065, 'val_auc': 0.7956521739130435} best={'auroc_all': 0.6175703762947164, 'aupr_all': 0.1254762958491626, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:17,309 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.6144675000246848, 'aupr_all': 0.1258631468354638, 'auroc_unknown': 0.4126733784794757, 'aupr_unknown': 0.03696736945854254, 'val_auc': 0.8096618357487922} best={'auroc_all': 0.6175703762947164, 'aupr_all': 0.1258631468354638, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:17,851 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.6172625571452551, 'aupr_all': 0.12833695157366898, 'auroc_unknown': 0.41499726737298825, 'aupr_unknown': 0.037121615888759556, 'val_auc': 0.8077294685990338} best={'auroc_all': 0.6175703762947164, 'aupr_all': 0.12833695157366898, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:18,341 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6227169051215973, 'aupr_all': 0.13343084964517407, 'auroc_unknown': 0.41754170839586935, 'aupr_unknown': 0.03726368317689354, 'val_auc': 0.8009661835748793} best={'auroc_all': 0.6227169051215973, 'aupr_all': 0.13343084964517407, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:18,924 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.6250227099933845, 'aupr_all': 0.1362721820520286, 'auroc_unknown': 0.41628913875549417, 'aupr_unknown': 0.03716435839948264, 'val_auc': 0.8222222222222222} best={'auroc_all': 0.6250227099933845, 'aupr_all': 0.1362721820520286, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:19,344 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.6319991212219951, 'aupr_all': 0.14113112529365474, 'auroc_unknown': 0.42347534671072157, 'aupr_unknown': 0.037638721012441395, 'val_auc': 0.8415458937198068} best={'auroc_all': 0.6319991212219951, 'aupr_all': 0.14113112529365474, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:19,751 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.62904990767894, 'aupr_all': 0.1418050244564753, 'auroc_unknown': 0.4172575799189367, 'aupr_unknown': 0.03726523306448427, 'val_auc': 0.8681159420289856} best={'auroc_all': 0.6319991212219951, 'aupr_all': 0.1418050244564753, 'auroc_unknown': 0.4278045491997703, 'aupr_unknown': 0.03790589205572841}
2026-08-11 00:40:20,176 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.6409046476495156, 'aupr_all': 0.14829456916548933, 'auroc_unknown': 0.42981587364998514, 'aupr_unknown': 0.038065552387436564, 'val_auc': 0.8236714975845411} best={'auroc_all': 0.6409046476495156, 'aupr_all': 0.14829456916548933, 'auroc_unknown': 0.42981587364998514, 'aupr_unknown': 0.038065552387436564}
2026-08-11 00:40:20,564 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.6382088233261254, 'aupr_all': 0.15219254736795176, 'auroc_unknown': 0.41919931716690845, 'aupr_unknown': 0.03737497681945508, 'val_auc': 0.8681159420289855} best={'auroc_all': 0.6409046476495156, 'aupr_all': 0.15219254736795176, 'auroc_unknown': 0.42981587364998514, 'aupr_unknown': 0.038065552387436564}
2026-08-11 00:40:21,095 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.6434090415395401, 'aupr_all': 0.15694826940724665, 'auroc_unknown': 0.4248700961829223, 'aupr_unknown': 0.037758698888396294, 'val_auc': 0.8589371980676328} best={'auroc_all': 0.6434090415395401, 'aupr_all': 0.15694826940724665, 'auroc_unknown': 0.42981587364998514, 'aupr_unknown': 0.038065552387436564}
