2026-08-21 19:47:39,477 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=64'], 'tag': 'T_hidden64', 'rotations': None}
2026-08-21 19:47:39,477 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 1.0}
2026-08-21 19:47:49,399 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.43320524148277406, 'aupr_all': 0.12935190191742846, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.41675170068027206} best={'auroc_all': 0.43320524148277406, 'aupr_all': 0.12935190191742846, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:50,497 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4968253790543551, 'aupr_all': 0.15262559060790323, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4823979591836735} best={'auroc_all': 0.4968253790543551, 'aupr_all': 0.15262559060790323, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:51,713 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.5133597067087919, 'aupr_all': 0.1600492918283878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5184523809523809} best={'auroc_all': 0.5133597067087919, 'aupr_all': 0.1600492918283878, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:52,891 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.523649789123599, 'aupr_all': 0.16524349734724822, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5268707482993197} best={'auroc_all': 0.523649789123599, 'aupr_all': 0.16524349734724822, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:54,095 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5294243052618568, 'aupr_all': 0.16837469879632325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5425170068027211} best={'auroc_all': 0.5294243052618568, 'aupr_all': 0.16837469879632325, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:55,290 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5311054402368025, 'aupr_all': 0.16866388105519237, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5450680272108843} best={'auroc_all': 0.5311054402368025, 'aupr_all': 0.16866388105519237, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:56,374 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5290583842637606, 'aupr_all': 0.1677139824588968, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5461309523809523} best={'auroc_all': 0.5311054402368025, 'aupr_all': 0.16866388105519237, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:57,504 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5321136946581183, 'aupr_all': 0.1688637198364527, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5532738095238096} best={'auroc_all': 0.5321136946581183, 'aupr_all': 0.1688637198364527, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:58,624 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.5346691208979675, 'aupr_all': 0.16968556107105448, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5554421768707483} best={'auroc_all': 0.5346691208979675, 'aupr_all': 0.16968556107105448, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:47:59,959 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5368308235502253, 'aupr_all': 0.1702962798869532, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5581207482993197} best={'auroc_all': 0.5368308235502253, 'aupr_all': 0.1702962798869532, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:07,181 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.5387990124612174, 'aupr_all': 0.17074248831078487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5631802721088436} best={'auroc_all': 0.5387990124612174, 'aupr_all': 0.17074248831078487, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-21 19:48:10,645 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.5410453996990505, 'aupr_all': 0.1713188233389062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.569982993197279} best={'auroc_all': 0.5410453996990505, 'aupr_all': 0.1713188233389062, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
