2026-08-10 10:53:22,738 INFO cli={'dataset': 'yelp', 'method': 'outpost', 'seed': 1, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.75'], 'tag': 'D_sim0.75', 'rotations': None}
2026-08-10 10:53:22,738 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 32, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 3, 'alpha_f': 0.2, 'drop_out': 0.2, 'input_dim': 32, 'lambda_f': 1.0, 'num_epochs': 400, 'use_atlas_loss': False, 'use_fview_gate': False, 'use_halo': False, 'use_mixup': False, 'warmup_epochs': 10, 'use_hybrid': False, 'sim_topk_frac': 0.75}
2026-08-10 10:53:38,225 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.5198324488357428, 'aupr_all': 0.16417849198889994, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4722363945578232} best={'auroc_all': 0.5198324488357428, 'aupr_all': 0.16417849198889994, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:39,886 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.5228213093168883, 'aupr_all': 0.16644143597746122, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4691326530612244} best={'auroc_all': 0.5228213093168883, 'aupr_all': 0.16644143597746122, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:41,545 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.534356163175976, 'aupr_all': 0.17099580604551887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.47006802721088436} best={'auroc_all': 0.534356163175976, 'aupr_all': 0.17099580604551887, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:43,102 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.5515085113571485, 'aupr_all': 0.18537743733054685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4796343537414966} best={'auroc_all': 0.5515085113571485, 'aupr_all': 0.18537743733054685, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:44,760 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.5576715350183262, 'aupr_all': 0.1929463967977398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.4764455782312925} best={'auroc_all': 0.5576715350183262, 'aupr_all': 0.1929463967977398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:46,375 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.5611495847712819, 'aupr_all': 0.19265906449846731, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.49634353741496595} best={'auroc_all': 0.5611495847712819, 'aupr_all': 0.1929463967977398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:47,898 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.5680955929061093, 'aupr_all': 0.19321389421646773, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5032312925170067} best={'auroc_all': 0.5680955929061093, 'aupr_all': 0.19321389421646773, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:49,484 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.5944433252793683, 'aupr_all': 0.20612372363954035, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.5789115646258505} best={'auroc_all': 0.5944433252793683, 'aupr_all': 0.20612372363954035, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-08-10 10:53:51,118 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.6000488458489038, 'aupr_all': 0.20922587465454914, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.6062925170068028} best={'auroc_all': 0.6000488458489038, 'aupr_all': 0.20922587465454914, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
