# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset photo --seed 3 --method outpost --tag C_nosynth --set use_mixup=false use_halo=false
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] anomaly classes (rotations): [0, 7]
Normal classes: [1, 2, 3, 4, 5, 6] in photo
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'x', 'edge_index'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.6129 PR 0.1243 | unseen ROC 0.4119 PR 0.0369 | valAUC 0.8676 | tau+ 0.500
[OUTPOST-v4] epoch 1: test-all ROC 0.6161 PR 0.1245 | unseen ROC 0.4137 PR 0.0371 | valAUC 0.8652 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.6166 PR 0.1248 | unseen ROC 0.4178 PR 0.0373 | valAUC 0.8512 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.6089 PR 0.1220 | unseen ROC 0.4039 PR 0.0365 | valAUC 0.8580 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.6157 PR 0.1263 | unseen ROC 0.4080 PR 0.0367 | valAUC 0.8739 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.6174 PR 0.1274 | unseen ROC 0.4088 PR 0.0368 | valAUC 0.8618 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.6189 PR 0.1310 | unseen ROC 0.4065 PR 0.0366 | valAUC 0.8918 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.6239 PR 0.1364 | unseen ROC 0.4055 PR 0.0366 | valAUC 0.8932 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6260 PR 0.1405 | unseen ROC 0.4025 PR 0.0364 | valAUC 0.8841 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6251 PR 0.1405 | unseen ROC 0.4006 PR 0.0364 | valAUC 0.8952 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6259 PR 0.1442 | unseen ROC 0.3966 PR 0.0361 | valAUC 0.9174 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.6311 PR 0.1502 | unseen ROC 0.3975 PR 0.0361 | valAUC 0.9029 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.6309 PR 0.1546 | unseen ROC 0.3939 PR 0.0360 | valAUC 0.9179 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.6359 PR 0.1584 | unseen ROC 0.3988 PR 0.0362 | valAUC 0.9324 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.6402 PR 0.1616 | unseen ROC 0.4033 PR 0.0365 | valAUC 0.9304 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.6350 PR 0.1624 | unseen ROC 0.3914 PR 0.0358 | valAUC 0.9304 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.6366 PR 0.1639 | unseen ROC 0.3965 PR 0.0361 | valAUC 0.9227 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.6416 PR 0.1673 | unseen ROC 0.4004 PR 0.0363 | valAUC 0.9338 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.6390 PR 0.1691 | unseen ROC 0.3927 PR 0.0359 | valAUC 0.9232 | tau+ 0.500
[OUTPOST-v4] epoch 19: test-all ROC 0.6380 PR 0.1677 | unseen ROC 0.3941 PR 0.0359 | valAUC 0.9372 | tau+ 0.500
[OUTPOST-v4] epoch 20: test-all ROC 0.6397 PR 0.1694 | unseen ROC 0.3961 PR 0.0361 | valAUC 0.9348 | tau+ 0.500
[OUTPOST-v4] epoch 21: test-all ROC 0.6424 PR 0.1701 | unseen ROC 0.4005 PR 0.0363 | valAUC 0.9353 | tau+ 0.500
[OUTPOST-v4] epoch 22: test-all ROC 0.6407 PR 0.1736 | unseen ROC 0.3948 PR 0.0359 | valAUC 0.9324 | tau+ 0.500
[OUTPOST-v4] epoch 23: test-all ROC 0.6427 PR 0.1759 | unseen ROC 0.3957 PR 0.0361 | valAUC 0.9473 | tau+ 0.500
[OUTPOST-v4] epoch 24: test-all ROC 0.6449 PR 0.1795 | unseen ROC 0.3973 PR 0.0361 | valAUC 0.9386 | tau+ 0.500
[OUTPOST-v4] epoch 25: test-all ROC 0.6429 PR 0.1832 | unseen ROC 0.3948 PR 0.0360 | valAUC 0.9546 | tau+ 0.500
[OUTPOST-v4] epoch 26: test-all ROC 0.6507 PR 0.1941 | unseen ROC 0.4013 PR 0.0364 | valAUC 0.9522 | tau+ 0.500
[OUTPOST-v4] epoch 27: test-all ROC 0.6503 PR 0.1986 | unseen ROC 0.3971 PR 0.0361 | valAUC 0.9391 | tau+ 0.500
[OUTPOST-v4] epoch 28: test-all ROC 0.6576 PR 0.2097 | unseen ROC 0.4092 PR 0.0368 | valAUC 0.9517 | tau+ 0.500
[OUTPOST-v4] epoch 29: test-all ROC 0.6547 PR 0.2229 | unseen ROC 0.4001 PR 0.0363 | valAUC 0.9502 | tau+ 0.500
[OUTPOST-v4] epoch 30: test-all ROC 0.6568 PR 0.2395 | unseen ROC 0.4000 PR 0.0363 | valAUC 0.9667 | tau+ 0.500
[OUTPOST-v4] epoch 31: test-all ROC 0.6621 PR 0.2687 | unseen ROC 0.4056 PR 0.0366 | valAUC 0.9599 | tau+ 0.500
[OUTPOST-v4] epoch 32: test-all ROC 0.6635 PR 0.3010 | unseen ROC 0.4059 PR 0.0367 | valAUC 0.9744 | tau+ 0.500
[OUTPOST-v4] epoch 33: test-all ROC 0.6648 PR 0.3257 | unseen ROC 0.4086 PR 0.0368 | valAUC 0.9773 | tau+ 0.500
[OUTPOST-v4] epoch 34: test-all ROC 0.6698 PR 0.3512 | unseen ROC 0.4142 PR 0.0371 | valAUC 0.9652 | tau+ 0.500
[OUTPOST-v4] epoch 35: test-all ROC 0.6691 PR 0.3796 | unseen ROC 0.4104 PR 0.0369 | valAUC 0.9754 | tau+ 0.500
[OUTPOST-v4] epoch 36: test-all ROC 0.6712 PR 0.4079 | unseen ROC 0.4137 PR 0.0371 | valAUC 0.9787 | tau+ 0.500
[OUTPOST-v4] epoch 37: test-all ROC 0.6718 PR 0.4294 | unseen ROC 0.4120 PR 0.0370 | valAUC 0.9816 | tau+ 0.500
[OUTPOST-v4] epoch 38: test-all ROC 0.6737 PR 0.4476 | unseen ROC 0.4103 PR 0.0369 | valAUC 0.9778 | tau+ 0.500
[OUTPOST-v4] epoch 39: test-all ROC 0.6759 PR 0.4579 | unseen ROC 0.4132 PR 0.0371 | valAUC 0.9831 | tau+ 0.500
[OUTPOST-v4] epoch 40: test-all ROC 0.6789 PR 0.4677 | unseen ROC 0.4178 PR 0.0375 | valAUC 0.9855 | tau+ 0.500
[OUTPOST-v4] epoch 41: test-all ROC 0.6827 PR 0.4718 | unseen ROC 0.4227 PR 0.0377 | valAUC 0.9845 | tau+ 0.500
[OUTPOST-v4] epoch 42: test-all ROC 0.6793 PR 0.4786 | unseen ROC 0.4163 PR 0.0374 | valAUC 0.9802 | tau+ 0.500
[OUTPOST-v4] epoch 43: test-all ROC 0.6786 PR 0.4803 | unseen ROC 0.4151 PR 0.0372 | valAUC 0.9865 | tau+ 0.500
[OUTPOST-v4] epoch 44: test-all ROC 0.6791 PR 0.4822 | unseen ROC 0.4158 PR 0.0377 | valAUC 0.9894 | tau+ 0.500
[OUTPOST-v4] epoch 45: test-all ROC 0.6886 PR 0.4931 | unseen ROC 0.4282 PR 0.0383 | valAUC 0.9865 | tau+ 0.500
[OUTPOST-v4] epoch 46: test-all ROC 0.6882 PR 0.4935 | unseen ROC 0.4288 PR 0.0387 | valAUC 0.9913 | tau+ 0.500
[OUTPOST-v4] epoch 47: test-all ROC 0.6935 PR 0.4999 | unseen ROC 0.4376 PR 0.0391 | valAUC 0.9903 | tau+ 0.500
[OUTPOST-v4] epoch 48: test-all ROC 0.6955 PR 0.4992 | unseen ROC 0.4398 PR 0.0393 | valAUC 0.9831 | tau+ 0.500
[OUTPOST-v4] epoch 49: test-all ROC 0.6920 PR 0.5010 | unseen ROC 0.4351 PR 0.0401 | valAUC 0.9841 | tau+ 0.500
[OUTPOST-v4] epoch 50: test-all ROC 0.7024 PR 0.5044 | unseen ROC 0.4528 PR 0.0402 | valAUC 0.9913 | tau+ 0.500
[OUTPOST-v4] epoch 51: test-all ROC 0.7015 PR 0.5063 | unseen ROC 0.4503 PR 0.0402 | valAUC 0.9860 | tau+ 0.500
[OUTPOST-v4] epoch 52: test-all ROC 0.7075 PR 0.5118 | unseen ROC 0.4600 PR 0.0416 | valAUC 0.9923 | tau+ 0.500
[OUTPOST-v4] epoch 53: test-all ROC 0.7077 PR 0.5073 | unseen ROC 0.4603 PR 0.0407 | valAUC 0.9889 | tau+ 0.500
