# gpu=4 cmd=/usr/bin/python3 -u baselines/run_nsreg.py --dataset tfinance --seed 1 --method nsreg --tag E400_nsreg --epochs 400
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[tfinance] NSReg, rotations [np.int64(1)] of [np.int64(1)]
[tfinance] n_epochs=400 eval_every=1 input_dim=10 wd=0.0 lr=0.001
Normal classes: [0] in tfinance
using idx from: split_50.pkl - num known anomalies 50
num known anomalies: 50
Building multi-layer GraphSage
GRAPHSAGE used as the encoder
building the dataloader ...
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/functional.py:554: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4314.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
num train pos edges: 92204  num train neg edges: 80708
NSReg Training ...
Batch mode: enabled original propertion
Epoch  0 loss=8.2020, clf_loss=7.5187, lbl_loss=0.6833
Epoch  1 loss=64.6070, clf_loss=63.9305, lbl_loss=0.6765
Epoch  2 loss=3.7893, clf_loss=3.1121, lbl_loss=0.6772
Epoch  3 loss=7.5171, clf_loss=6.8357, lbl_loss=0.6814
Epoch  4 loss=9.5358, clf_loss=8.8560, lbl_loss=0.6798
Epoch  5 loss=12.7428, clf_loss=12.0716, lbl_loss=0.6711
Epoch  6 loss=11.7070, clf_loss=11.0295, lbl_loss=0.6775
Epoch  7 loss=12.8093, clf_loss=12.1354, lbl_loss=0.6739
Epoch  8 loss=13.3063, clf_loss=12.6245, lbl_loss=0.6818
Epoch  9 loss=14.8447, clf_loss=14.1665, lbl_loss=0.6782
Epoch 10 loss=10.4099, clf_loss=9.7140, lbl_loss=0.6959
Epoch 11 loss=11.3392, clf_loss=10.6554, lbl_loss=0.6838
Epoch 12 loss=12.5073, clf_loss=11.8186, lbl_loss=0.6887
Epoch 13 loss=8.1318, clf_loss=7.4473, lbl_loss=0.6846
Epoch 14 loss=9.6578, clf_loss=8.9736, lbl_loss=0.6842
Epoch 15 loss=7.4060, clf_loss=6.7126, lbl_loss=0.6934
Epoch 16 loss=6.1729, clf_loss=5.4793, lbl_loss=0.6936
Epoch 17 loss=4.8750, clf_loss=4.1921, lbl_loss=0.6828
Epoch 18 loss=4.2594, clf_loss=3.5646, lbl_loss=0.6948
Epoch 19 loss=2.7534, clf_loss=2.0679, lbl_loss=0.6855
Epoch 20 loss=2.6303, clf_loss=1.9470, lbl_loss=0.6834
Epoch 21 loss=2.1154, clf_loss=1.4329, lbl_loss=0.6825
Epoch 22 loss=4.3752, clf_loss=3.6977, lbl_loss=0.6774
Epoch 23 loss=2.3793, clf_loss=1.6789, lbl_loss=0.7003
Epoch 24 loss=2.4579, clf_loss=1.7742, lbl_loss=0.6838
Epoch 25 loss=1.9668, clf_loss=1.2973, lbl_loss=0.6695
Epoch 26 loss=2.0825, clf_loss=1.4055, lbl_loss=0.6770
Epoch 27 loss=2.5737, clf_loss=1.8983, lbl_loss=0.6754
Epoch 28 loss=2.9848, clf_loss=2.3133, lbl_loss=0.6715
Epoch 29 loss=2.7593, clf_loss=2.0914, lbl_loss=0.6679
Epoch 30 loss=2.6552, clf_loss=1.9813, lbl_loss=0.6739
Epoch 31 loss=2.2987, clf_loss=1.6300, lbl_loss=0.6686
Epoch 32 loss=2.0614, clf_loss=1.3721, lbl_loss=0.6892
Epoch 33 loss=2.0757, clf_loss=1.3970, lbl_loss=0.6788
Epoch 34 loss=1.8520, clf_loss=1.1791, lbl_loss=0.6729
Epoch 35 loss=1.9643, clf_loss=1.2883, lbl_loss=0.6760
Epoch 36 loss=1.4547, clf_loss=0.7968, lbl_loss=0.6579
Epoch 37 loss=1.6169, clf_loss=0.9592, lbl_loss=0.6577
Epoch 38 loss=1.7314, clf_loss=1.0557, lbl_loss=0.6757
Epoch 39 loss=1.7911, clf_loss=1.1219, lbl_loss=0.6693
Epoch 40 loss=1.5035, clf_loss=0.8397, lbl_loss=0.6638
Epoch 41 loss=1.4852, clf_loss=0.8013, lbl_loss=0.6840
Epoch 42 loss=1.7589, clf_loss=1.0766, lbl_loss=0.6823
Epoch 43 loss=1.6126, clf_loss=0.9384, lbl_loss=0.6742
Epoch 44 loss=1.7235, clf_loss=1.0406, lbl_loss=0.6829
Epoch 45 loss=1.5484, clf_loss=0.8728, lbl_loss=0.6756
Epoch 46 loss=1.4462, clf_loss=0.7786, lbl_loss=0.6675
Epoch 47 loss=1.3357, clf_loss=0.6505, lbl_loss=0.6852
Epoch 48 loss=1.2412, clf_loss=0.5626, lbl_loss=0.6786
Epoch 49 loss=1.2603, clf_loss=0.5839, lbl_loss=0.6765
Epoch 50 loss=1.3641, clf_loss=0.6996, lbl_loss=0.6645
Epoch 51 loss=1.2028, clf_loss=0.5324, lbl_loss=0.6704
Epoch 52 loss=1.3169, clf_loss=0.6343, lbl_loss=0.6826
Epoch 53 loss=1.1798, clf_loss=0.5060, lbl_loss=0.6738
Epoch 54 loss=1.0633, clf_loss=0.3974, lbl_loss=0.6659
Epoch 55 loss=1.0954, clf_loss=0.4306, lbl_loss=0.6648
Epoch 56 loss=1.1458, clf_loss=0.4681, lbl_loss=0.6777
Epoch 57 loss=1.0970, clf_loss=0.4292, lbl_loss=0.6678
Epoch 58 loss=1.0613, clf_loss=0.3941, lbl_loss=0.6672
Epoch 59 loss=0.9967, clf_loss=0.3299, lbl_loss=0.6668
Epoch 60 loss=1.1523, clf_loss=0.4778, lbl_loss=0.6745
Epoch 61 loss=1.1557, clf_loss=0.4823, lbl_loss=0.6734
Epoch 62 loss=1.0070, clf_loss=0.3509, lbl_loss=0.6561
