# gpu=4 cmd=/usr/bin/python3 -u main.py --dataset amazon --seed 2 --method outpost --tag A_sim1.0 --set sim_topk_frac=1.0
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[amazon] anomaly classes (rotations): [np.int64(1)]
Normal classes: [np.int64(0)] in amazon
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.4067 PR 0.0514 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.3775 | tau+ 0.500
[OUTPOST-v4] epoch 1: test-all ROC 0.4527 PR 0.0561 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4198 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.4869 PR 0.0581 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4498 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.5122 PR 0.0613 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4733 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.5318 PR 0.0643 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4892 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.5496 PR 0.0676 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5072 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.5668 PR 0.0714 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5240 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.5838 PR 0.0758 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5372 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6002 PR 0.0810 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5526 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6161 PR 0.0872 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5718 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6317 PR 0.0950 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5880 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.6474 PR 0.1058 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6042 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.6636 PR 0.1262 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6234 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.6808 PR 0.1675 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6462 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.6997 PR 0.2352 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6697 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.7186 PR 0.3080 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6952 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.7348 PR 0.3836 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7168 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.7475 PR 0.4415 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7363 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.7593 PR 0.4724 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7550 | tau+ 0.500
[OUTPOST-v4] epoch 19: test-all ROC 0.7702 PR 0.4913 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7766 | tau+ 0.500
[OUTPOST-v4] epoch 20: test-all ROC 0.7807 PR 0.5051 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7874 | tau+ 0.500
[OUTPOST-v4] epoch 21: test-all ROC 0.7809 PR 0.5034 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7811 | tau+ 0.500
[OUTPOST-v4] epoch 22: test-all ROC 0.7766 PR 0.5025 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7814 | tau+ 0.500
[OUTPOST-v4] epoch 23: test-all ROC 0.7738 PR 0.4993 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7814 | tau+ 0.500
[OUTPOST-v4] epoch 24: test-all ROC 0.7711 PR 0.4981 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7790 | tau+ 0.500
[OUTPOST-v4] epoch 25: test-all ROC 0.7723 PR 0.5025 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7847 | tau+ 0.500
[OUTPOST-v4] epoch 26: test-all ROC 0.7775 PR 0.5119 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7925 | tau+ 0.500
[OUTPOST-v4] epoch 27: test-all ROC 0.7858 PR 0.5269 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8039 | tau+ 0.500
[OUTPOST-v4] epoch 28: test-all ROC 0.7964 PR 0.5479 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8171 | tau+ 0.500
[OUTPOST-v4] epoch 29: test-all ROC 0.8077 PR 0.5690 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8207 | tau+ 0.500
[OUTPOST-v4] epoch 30: test-all ROC 0.8163 PR 0.5595 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8147 | tau+ 0.500
[OUTPOST-v4] epoch 31: test-all ROC 0.8171 PR 0.4685 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8012 | tau+ 0.500
[OUTPOST-v4] epoch 32: test-all ROC 0.8111 PR 0.3807 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7889 | tau+ 0.500
[OUTPOST-v4] epoch 33: test-all ROC 0.8129 PR 0.3683 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7901 | tau+ 0.500
[OUTPOST-v4] epoch 34: test-all ROC 0.8196 PR 0.3919 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7955 | tau+ 0.500
[OUTPOST-v4] epoch 35: test-all ROC 0.8276 PR 0.4461 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8042 | tau+ 0.500
[OUTPOST-v4] epoch 36: test-all ROC 0.8331 PR 0.4874 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8144 | tau+ 0.500
[OUTPOST-v4] epoch 37: test-all ROC 0.8369 PR 0.5134 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8198 | tau+ 0.500
[OUTPOST-v4] epoch 38: test-all ROC 0.8410 PR 0.5378 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8234 | tau+ 0.500
[OUTPOST-v4] epoch 39: test-all ROC 0.8454 PR 0.5528 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8249 | tau+ 0.500
[OUTPOST-v4] epoch 40: test-all ROC 0.8498 PR 0.5508 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8276 | tau+ 0.500
