# gpu=5 cmd=/usr/bin/python3 -u main.py --dataset photo --seed 0 --method outpost --tag E400_T_hidden32 --rotations 0 --set hidden_dim=32 num_epochs=400 --save-scores
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] anomaly classes (rotations): [np.int64(0), np.int64(7)]
[photo] running subset: [np.int64(0)]
Normal classes: [np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6)] in photo
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.5690 PR 0.1007 | unseen ROC 0.4364 PR 0.0386 | valAUC 0.6754 | tau+ 0.500
[OUTPOST-v4] epoch 1: test-all ROC 0.5803 PR 0.1064 | unseen ROC 0.3928 PR 0.0359 | valAUC 0.7478 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.6037 PR 0.1177 | unseen ROC 0.4061 PR 0.0367 | valAUC 0.7821 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.6109 PR 0.1239 | unseen ROC 0.3996 PR 0.0363 | valAUC 0.8217 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.6132 PR 0.1270 | unseen ROC 0.3983 PR 0.0362 | valAUC 0.8087 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.6100 PR 0.1258 | unseen ROC 0.3917 PR 0.0359 | valAUC 0.8309 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.6218 PR 0.1317 | unseen ROC 0.4072 PR 0.0367 | valAUC 0.8082 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.6206 PR 0.1356 | unseen ROC 0.3993 PR 0.0362 | valAUC 0.8527 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6216 PR 0.1334 | unseen ROC 0.4017 PR 0.0364 | valAUC 0.8488 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6203 PR 0.1382 | unseen ROC 0.3937 PR 0.0359 | valAUC 0.8618 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6265 PR 0.1406 | unseen ROC 0.4019 PR 0.0364 | valAUC 0.8531 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.6302 PR 0.1460 | unseen ROC 0.4028 PR 0.0364 | valAUC 0.8556 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.6322 PR 0.1497 | unseen ROC 0.4015 PR 0.0364 | valAUC 0.8623 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.6313 PR 0.1524 | unseen ROC 0.3960 PR 0.0361 | valAUC 0.8816 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.6382 PR 0.1597 | unseen ROC 0.4004 PR 0.0363 | valAUC 0.8923 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.6415 PR 0.1647 | unseen ROC 0.4043 PR 0.0365 | valAUC 0.8947 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.6451 PR 0.1778 | unseen ROC 0.4040 PR 0.0365 | valAUC 0.9068 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.6439 PR 0.1893 | unseen ROC 0.3975 PR 0.0362 | valAUC 0.9014 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.6482 PR 0.2180 | unseen ROC 0.4018 PR 0.0364 | valAUC 0.9285 | tau+ 0.500
