# gpu=3 cmd=/usr/bin/python3 -u main.py --dataset amazon --seed 1 --method outpost --tag T_synth --set use_mixup=true use_halo=true sim_topk_frac=0.0 --save-scores
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[amazon] anomaly classes (rotations): [np.int64(1)]
Normal classes: [np.int64(0)] in amazon
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.4073 PR 0.0513 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.3066 | tau+ 0.963
[OUTPOST-v4] epoch 1: test-all ROC 0.7167 PR 0.1749 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8186 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.7209 PR 0.1772 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8015 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.7100 PR 0.1622 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8279 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.7145 PR 0.1731 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7997 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.7106 PR 0.1701 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7946 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.7087 PR 0.1679 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8204 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.7148 PR 0.1684 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8294 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.7175 PR 0.1728 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8111 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.7138 PR 0.1677 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8276 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.7048 PR 0.1641 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8102 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.7126 PR 0.1672 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8426 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.7185 PR 0.1748 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8210 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.7112 PR 0.1679 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7928 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.7204 PR 0.1855 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8195 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.7247 PR 0.1868 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8550 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.7215 PR 0.1849 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8177 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.7218 PR 0.2024 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8339 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.5887 PR 0.0771 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5754 | tau+ 0.691
[OUTPOST-v4] epoch 19: test-all ROC 0.4521 PR 0.0564 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4502 | tau+ 0.882
[OUTPOST-v4] epoch 20: test-all ROC 0.4185 PR 0.0528 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.3799 | tau+ 0.885
[OUTPOST-v4] epoch 21: test-all ROC 0.4210 PR 0.0527 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.3934 | tau+ 0.857
[OUTPOST-v4] epoch 22: test-all ROC 0.4922 PR 0.0604 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4610 | tau+ 0.741
[OUTPOST-v4] epoch 23: test-all ROC 0.6832 PR 0.1615 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7760 | tau+ 0.590
[OUTPOST-v4] epoch 24: test-all ROC 0.7012 PR 0.1695 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8189 | tau+ 0.529
[OUTPOST-v4] epoch 25: test-all ROC 0.7114 PR 0.1752 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8132 | tau+ 0.500
[OUTPOST-v4] epoch 26: test-all ROC 0.7103 PR 0.1647 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7970 | tau+ 0.500
[OUTPOST-v4] epoch 27: test-all ROC 0.7092 PR 0.1716 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8096 | tau+ 0.500
[OUTPOST-v4] epoch 28: test-all ROC 0.7106 PR 0.1742 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8102 | tau+ 0.500
[OUTPOST-v4] epoch 29: test-all ROC 0.7139 PR 0.1798 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8312 | tau+ 0.500
[OUTPOST-v4] epoch 30: test-all ROC 0.7166 PR 0.1698 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8201 | tau+ 0.500
[OUTPOST-v4] epoch 31: test-all ROC 0.7298 PR 0.1909 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8655 | tau+ 0.500
[OUTPOST-v4] epoch 32: test-all ROC 0.7271 PR 0.1910 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8471 | tau+ 0.500
[OUTPOST-v4] epoch 33: test-all ROC 0.7266 PR 0.1894 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8480 | tau+ 0.500
[OUTPOST-v4] epoch 34: test-all ROC 0.7247 PR 0.1867 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8279 | tau+ 0.546
[OUTPOST-v4] epoch 35: test-all ROC 0.7259 PR 0.1771 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8162 | tau+ 0.574
[OUTPOST-v4] epoch 36: test-all ROC 0.7188 PR 0.1653 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8114 | tau+ 0.622
[OUTPOST-v4] epoch 37: test-all ROC 0.7095 PR 0.1522 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.8084 | tau+ 0.617
