# gpu=4 cmd=/usr/bin/python3 -u main.py --dataset photo --seed 1 --method outpost --tag E400_T_Kp4 --rotations 7 --set K_p=4 num_epochs=400 --save-scores
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[0.04823529 0.22039216 0.09189542 0.11960784 0.11529412 0.1075817
 0.25372549 0.04326797]
[photo] anomaly classes (rotations): [np.int64(0), np.int64(7)]
[photo] running subset: [np.int64(7)]
Normal classes: [np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6)] in photo
Building multi-layer GraphSage
[OUTPOST-v4] epoch 0: test-all ROC 0.6717 PR 0.1419 | unseen ROC 0.8347 PR 0.1532 | valAUC 0.4821 | tau+ 0.500
[OUTPOST-v4] epoch 1: test-all ROC 0.6702 PR 0.1477 | unseen ROC 0.8469 PR 0.1654 | valAUC 0.4116 | tau+ 0.500
[OUTPOST-v4] epoch 2: test-all ROC 0.6667 PR 0.1491 | unseen ROC 0.8477 PR 0.1698 | valAUC 0.4005 | tau+ 0.500
[OUTPOST-v4] epoch 3: test-all ROC 0.6713 PR 0.1513 | unseen ROC 0.8520 PR 0.1729 | valAUC 0.3903 | tau+ 0.500
[OUTPOST-v4] epoch 4: test-all ROC 0.6677 PR 0.1495 | unseen ROC 0.8464 PR 0.1703 | valAUC 0.4024 | tau+ 0.500
[OUTPOST-v4] epoch 5: test-all ROC 0.6719 PR 0.1508 | unseen ROC 0.8470 PR 0.1709 | valAUC 0.3778 | tau+ 0.500
[OUTPOST-v4] epoch 6: test-all ROC 0.6718 PR 0.1484 | unseen ROC 0.8443 PR 0.1671 | valAUC 0.4329 | tau+ 0.500
[OUTPOST-v4] epoch 7: test-all ROC 0.6763 PR 0.1514 | unseen ROC 0.8472 PR 0.1698 | valAUC 0.3995 | tau+ 0.500
[OUTPOST-v4] epoch 8: test-all ROC 0.6790 PR 0.1498 | unseen ROC 0.8364 PR 0.1638 | valAUC 0.4145 | tau+ 0.500
[OUTPOST-v4] epoch 9: test-all ROC 0.6812 PR 0.1480 | unseen ROC 0.8282 PR 0.1574 | valAUC 0.4662 | tau+ 0.500
[OUTPOST-v4] epoch 10: test-all ROC 0.6894 PR 0.1477 | unseen ROC 0.7926 PR 0.1397 | valAUC 0.5246 | tau+ 0.500
[OUTPOST-v4] epoch 11: test-all ROC 0.6249 PR 0.1164 | unseen ROC 0.5647 PR 0.0560 | valAUC 0.5971 | tau+ 0.500
[OUTPOST-v4] epoch 12: test-all ROC 0.5254 PR 0.0910 | unseen ROC 0.3997 PR 0.0402 | valAUC 0.5739 | tau+ 0.500
[OUTPOST-v4] epoch 13: test-all ROC 0.5196 PR 0.0845 | unseen ROC 0.4184 PR 0.0414 | valAUC 0.5623 | tau+ 0.500
[OUTPOST-v4] epoch 14: test-all ROC 0.5192 PR 0.0839 | unseen ROC 0.4267 PR 0.0420 | valAUC 0.6203 | tau+ 0.500
[OUTPOST-v4] epoch 15: test-all ROC 0.5035 PR 0.0810 | unseen ROC 0.4154 PR 0.0413 | valAUC 0.5855 | tau+ 0.500
[OUTPOST-v4] epoch 16: test-all ROC 0.5131 PR 0.0825 | unseen ROC 0.4351 PR 0.0428 | valAUC 0.5614 | tau+ 0.500
[OUTPOST-v4] epoch 17: test-all ROC 0.5244 PR 0.0859 | unseen ROC 0.4501 PR 0.0440 | valAUC 0.5493 | tau+ 0.500
[OUTPOST-v4] epoch 18: test-all ROC 0.5780 PR 0.0982 | unseen ROC 0.5336 PR 0.0516 | valAUC 0.5937 | tau+ 0.500
[OUTPOST-v4] epoch 19: test-all ROC 0.6132 PR 0.1144 | unseen ROC 0.5966 PR 0.0617 | valAUC 0.5841 | tau+ 0.500
[OUTPOST-v4] epoch 20: test-all ROC 0.6346 PR 0.1239 | unseen ROC 0.6392 PR 0.0717 | valAUC 0.5739 | tau+ 0.500
[OUTPOST-v4] epoch 21: test-all ROC 0.6369 PR 0.1301 | unseen ROC 0.6347 PR 0.0710 | valAUC 0.5986 | tau+ 0.500
[OUTPOST-v4] epoch 22: test-all ROC 0.6353 PR 0.1381 | unseen ROC 0.6118 PR 0.0650 | valAUC 0.6169 | tau+ 0.500
[OUTPOST-v4] epoch 23: test-all ROC 0.6283 PR 0.1487 | unseen ROC 0.5789 PR 0.0581 | valAUC 0.6304 | tau+ 0.500
[OUTPOST-v4] epoch 24: test-all ROC 0.6100 PR 0.1563 | unseen ROC 0.5176 PR 0.0502 | valAUC 0.6546 | tau+ 0.500
[OUTPOST-v4] epoch 25: test-all ROC 0.5763 PR 0.1500 | unseen ROC 0.4294 PR 0.0426 | valAUC 0.7411 | tau+ 0.500
[OUTPOST-v4] epoch 26: test-all ROC 0.5528 PR 0.1352 | unseen ROC 0.3718 PR 0.0389 | valAUC 0.7473 | tau+ 0.500
[OUTPOST-v4] epoch 27: test-all ROC 0.5358 PR 0.1237 | unseen ROC 0.3399 PR 0.0372 | valAUC 0.7715 | tau+ 0.500
[OUTPOST-v4] epoch 28: test-all ROC 0.5188 PR 0.1152 | unseen ROC 0.3107 PR 0.0357 | valAUC 0.7473 | tau+ 0.500
[OUTPOST-v4] epoch 29: test-all ROC 0.5368 PR 0.1300 | unseen ROC 0.3334 PR 0.0368 | valAUC 0.7575 | tau+ 0.500
[OUTPOST-v4] epoch 30: test-all ROC 0.5537 PR 0.1492 | unseen ROC 0.3602 PR 0.0383 | valAUC 0.7657 | tau+ 0.500
[OUTPOST-v4] epoch 31: test-all ROC 0.5629 PR 0.1614 | unseen ROC 0.3733 PR 0.0391 | valAUC 0.7676 | tau+ 0.500
[OUTPOST-v4] epoch 32: test-all ROC 0.5757 PR 0.1804 | unseen ROC 0.3933 PR 0.0403 | valAUC 0.7768 | tau+ 0.500
[OUTPOST-v4] epoch 33: test-all ROC 0.5894 PR 0.2165 | unseen ROC 0.4099 PR 0.0414 | valAUC 0.7841 | tau+ 0.500
[OUTPOST-v4] epoch 34: test-all ROC 0.6067 PR 0.2362 | unseen ROC 0.4360 PR 0.0433 | valAUC 0.8087 | tau+ 0.500
[OUTPOST-v4] epoch 35: test-all ROC 0.6127 PR 0.2508 | unseen ROC 0.4398 PR 0.0435 | valAUC 0.8068 | tau+ 0.500
